FIRST_INV_DATE,NAME,GENDER,AGE,STATE,COUNTRY,INVESTMENT_TYPE,NET_ASSET_VALUE
2015,"Integrys Energy Group, Inc",MALE,49,IL,United States,Equities,1053735.198
2018,First United Methodist Church of Chicago Aid Society,MALE,49,IL,United States,Equities,121786.2221
2018,Eleventh St. Loftominium Condo Assoc.,FEMALE,49,IL,United States,Equities,342545.6549
2011,"Airport Management Services, LLC",MALE,49,NJ,United States,Equities,329983.5794
2011,Hispanic American Construction Industry Assoc. (HACIA),MALE,49,IL,United States,Equities,116693.9034
2011,DJ Acquisitions LLC,MALE,49,IL,United States,Equities,1045217.987
2012,"Schafer Condon Carter, Inc DBA 1027 W. Madison Partners",MALE,49,IL,United States,Equities,574147.1883
2012,"Integrys Energy Group, Inc",FEMALE,49,IL,United States,Equities,401823.8176
2011,Chicago Board of Education,FEMALE,49,IL,United States,Equities,1062026.799
2012,HR Green,MALE,49,IL,United States,Equities,925572.2686
2012,Talan & Ktsanes,MALE,49,IL,United States,Equities,520893.6479
2012,"Optima, Inc",MALE,49,IL,United States,Equities,930959.0852
2011,RMK Pulaski LLC,MALE,49,IL,United States,Equities,64.9063
2011,K-Five Construction Corp,FEMALE,49,IL,United States,Equities,122.2555
2012,"Chui, Debbie & Pierson, David",MALE,49,IL,United States,Equities,930096.371
2012,Luna,FEMALE,49,IL,United States,Equities,353854.9276
2012,"Panko, Steven J",MALE,49,IL,United States,Equities,886421.4185
2012,RAI Services Co.,MALE,49,NC,United States,Equities,641289.3676
2012,Morgan Stanley & Co. LLC,MALE,49,NY,United States,Equities,551393.9258
2013,Chicago Carriage Cab Company,FEMALE,49,IL,United States,Equities,59015.6792
2013,Astronics DME Corporation,MALE,49,FL,United States,Equities,741500.6512
2013,VHNA Acquistion LP,FEMALE,49,IL,United States,Equities,339387.9355
2013,"5352 N. Broadway, LLC c/o Danny Beck",FEMALE,49,IL,United States,Equities,899660.3955
2014,Katten Muchin Rosenman LLP,FEMALE,49,IL,United States,Equities,1129144.975
2014,National Outdoor Signs LLC,FEMALE,49,IL,United States,Equities,409165.4673
2014,New China Town Real Estate LLC,MALE,49,IL,United States,Equities,631165.6095
2014,Chicago Park District,MALE,49,IL,United States,Equities,508086.0248
2014,Huan Yi Fang,MALE,49,IL,United States,Equities,0.5918
2015,"Akara Partners, LLC",FEMALE,49,IL,United States,Equities,353338.7571
2015,Chicago Professional Sports Limited Partnership (Chicago Bulls),MALE,49,IL,United States,Equities,897396.9425
2015,Philips Lighting,FEMALE,49,IL,United States,Equities,110045.1098
2015,University of Chicago,MALE,49,IL,United States,Equities,1153385.025
2015,Granite Partners for Oakwood Boulevard,FEMALE,49,IL,United States,Equities,67932.2918
2015,"Chicago Beverage Systems, L.L.C.",MALE,49,IL,United States,Equities,465292.5802
2011,Central Station LLC,MALE,49,IL,United States,Equities,779909.6689
2011,"Dominick's Finer Foods, Inc.",MALE,49,IL,United States,Equities,1053278.061
2011,Midwest Real Estate Equities,FEMALE,49,IL,United States,Equities,938532.5429
2012,Columbia College,FEMALE,49,IL,United States,Equities,261571.9676
2012,Northwestern Memorial Hospital,MALE,49,IL,United States,Equities,881884.8385
2012,Noresco LLC,MALE,49,MA,United States,Equities,204337.1736
2012,Stateway Associates LLC,FEMALE,49,IL,United States,Equities,296301.4184
2012,George K. Baum & Co.,FEMALE,49,IL,United States,Equities,655070.8527
2012,Collateral Trustee Inc,FEMALE,49,IL,United States,Equities,28530.5423
2012,"Superdawg Drive-In, Inc",FEMALE,49,IL,United States,Equities,8312.9013
2012,Sears Holding Corp.,FEMALE,49,IL,United States,Equities,901.0036
2012,"Garcia, Julio",MALE,49,IL,United States,Equities,9437.0408
2013,Vector Media,FEMALE,49,NY,United States,Equities,5694.763
2013,Lebenthal & Co LLC,MALE,49,IL,United States,Equities,3894.8844
2013,"Patrick Hourihane, KKW, LLC",MALE,49,IL,United States,Equities,855172.9217
2014,YC18 LLC,FEMALE,49,IL,United States,Equities,369930.3871
2014,Peninsula Hotel,FEMALE,49,IL,United States,Equities,461324.5313
2014,Sears Holdings Corporation,FEMALE,49,IL,United States,Equities,217761.5233
2015,"View Chicago, LLC",MALE,49,IL,United States,Equities,1063139.38
2014,"Weiner, Howard, d/b/a 1546 N. Clark LLC",FEMALE,49,IL,United States,Equities,948846.6287
2014,JEFFREY GRANICH,MALE,49,IL,United States,Equities,1025347.942
2015,"Coyne American Institute, Inc.",FEMALE,49,IL,United States,Equities,846253.1015
2015,"Foster, Stephen",MALE,49,IL,United States,Equities,64448910.6
2015,Rebel Hospitality,FEMALE,49,IL,United States,Equities,59505794.43
2015,Millennium Park Plaza LLC,FEMALE,49,IL,United States,Equities,15592962.24
2015,Modis Inc,MALE,49,IL,United States,Equities,62196937.46
2016,Local 881 United Food and Commercial Workers,MALE,49,IL,United States,Equities,19650874.26
2016,Illinois Policy Action,FEMALE,49,IL,United States,Equities,57051351.5
2016,Shiner capital,MALE,49,IL,United States,Equities,96038215.3
2016,Chicago Lakeside Development LLC,FEMALE,49,Il,United States,Equities,99540132.07
2016,Sutherland LLC,FEMALE,49,NJ,United States,Equities,70057433.01
2016,GhFITLAB,FEMALE,49,IL,United States,Equities,115110923.7
2016,SMASHotels Chicago LLC,FEMALE,49,IL,United States,Equities,29753892.89
2015,"Red Door Salons Illinois, Inc.",FEMALE,49,AZ,United States,Equities,40547155.07
2016,Pooh Bah Entertainment,MALE,49,IL,United States,Equities,35702319.46
2016,"Motor Row Properties, LLC",FEMALE,49,IL,United States,Equities,17601438.25
2016,Custom Strains,FEMALE,49,IL,United States,Equities,10754406.68
2016,Illinois Manufacturers' Association,FEMALE,49,IL,United States,Equities,99415751.97
2016,"Crossroads Development Partners, LLC",FEMALE,49,IL,United States,Equities,57163381.73
2016,Riverview Realty Partners,MALE,49,IL,United States,Equities,114601454.3
2016,Flying Food Concessions LLC,FEMALE,49,IL,United States,Equities,19375333.49
2016,"Magnolia Courts, LLC",MALE,49,IL,United States,Equities,120664275
2016,University of Chicago,MALE,49,IL,United States,Equities,82460920.99
2016,"Diageo North America, Inc.",MALE,49,DC,United States,Equities,32467886.11
2016,"Enterprise Leasing Company of Chicago, LLC",FEMALE,49,IL,United States,Equities,83555956.64
2016,PILMC,MALE,49,IL,United States,Equities,50050514.85
2016,American Hotel & Lodging Association,MALE,49,DC,United States,Equities,6099843.67
2016,LC Hotel LLC,MALE,49,IL,United States,Equities,17612481.4
2016,Chicago Neighborhood Initiatives,MALE,49,IL,United States,Equities,33732868.76
2016,"M & R Development, LLC",FEMALE,49,IL,United States,Equities,9950755.48
2016,Loukas Development,MALE,49,IL,United States,Equities,62447700.41
2016,Capstone Collegiate Communities,FEMALE,49,AL,United States,Equities,27444748.32
2016,"Fidelity Investments Institutional Services Company, Inc",MALE,49,RI,United States,Equities,44329749.77
2015,"National Outdoor Signs, LLC",MALE,49,IL,United States,Equities,84275595.47
2016,U.S. Communities,MALE,49,MD,United States,Equities,43541558.94
2016,2240 N Milwaukee LLC,FEMALE,49,IL,United States,Equities,65186230.51
2015,McDonagh Demolition,FEMALE,49,IL,United States,Equities,15803779.66
2013,R&R Development,FEMALE,49,IL,United States,Equities,77822030.59
2013,Colgate-Palmolive,FEMALE,49,NY,United States,Equities,76409892.68
2015,Surface Solutions Group,MALE,49,IL,United States,Equities,47483880.97
2015,Bickerdike Redevelopment Corporation,MALE,49,IL,United States,Equities,91763238.55
2012,Pooh-Bah Enterprises Inc,MALE,49,IL,United States,Equities,32013177.32
2012,Philips Lighting,FEMALE,49,DC,United States,Equities,2882894.13
2012,"Compass Group USA, Inc",MALE,49,NC,United States,Equities,34526971.62
2013,Ghafari Associates LLC,MALE,49,IL,United States,Equities,39423928.28
2014,"Wells Fargo Securities, LLC",FEMALE,49,OR,United States,Equities,58269355.93
2013,Delta Dental of Illinois,FEMALE,49,IL,United States,Equities,67677623.84
2012,RP Hyde Park LLC,MALE,49,NJ,United States,Equities,44176024.51
2016,"Julio Garcia c/o 312 Real Estate, LLC",MALE,49,IL,United States,Equities,65385645.62
2016,"Uber Technologies, Inc.",FEMALE,49,CA,United States,Equities,52668857.5
2016,Springbank,FEMALE,49,IL,United States,Equities,10897574.38
2016,"Herbalife International of America, Inc.",MALE,49,CA,United States,Equities,89456429.47
2016,2315 Kenneth LLC,FEMALE,49,IL,United States,Equities,23155990.01
2016,"Neuman, Brad",FEMALE,49,IL,United States,Equities,18651657.86
2016,Division III Corporation,FEMALE,49,IL,United States,Equities,74350687.36
2016,TIM SLEDZ C/O DEARBORN DEVELOPERS LLC,MALE,49,IL,United States,Equities,101833040.7
2016,"STEPHEN NEWELL C/O 3144 N. ELSTON, LLC",MALE,49,IL,United States,Equities,70827021.59
2016,DJ Acquisitions LLC,MALE,49,IL,United States,Equities,41915839.93
2016,Ujamaa Construction,FEMALE,49,IL,United States,Equities,22378553.33
2016,Howard Hughes Corp,FEMALE,49,TX,United States,Equities,76805772.79
2016,"Crimson Technologies, LLC",FEMALE,49,IL,United States,Equities,47388173.75
2016,"Winter, Sean",MALE,49,IL,United States,Equities,73606256.96
2016,Equity Commonwealth,FEMALE,49,IL,United States,Equities,93218046.3
2016,JEFFREY MICHAEL C/O HORIZON REALTY GROUP,FEMALE,49,IL,United States,Equities,46645524.35
2016,Faiz Khan,FEMALE,49,IL,United States,Equities,92718401.69
2016,LEADUK INC C/O PAUL DUKACH,MALE,49,IL,United States,Equities,35897222.13
2016,"Wendell, Todd",FEMALE,49,IL,United States,Equities,77883827.91
2017,SRO Operating Company LLC,FEMALE,49,IL,United States,Equities,82429630.93
2017,Polara Enterprises,MALE,49,TX,United States,Equities,70654996.39
2017,"Tri-Angle Fabrication & Body Co., Inc.",FEMALE,49,Il,United States,Equities,74653796.51
2017,"Equity Group Investments, Inc.",FEMALE,49,IL,United States,Equities,8760225.02
2017,North Branch Works,MALE,49,IL,United States,Equities,50875772.1
2017,Moody Bible Institute,FEMALE,49,IL,United States,Equities,23118423.11
2017,JAB Merger LLC,FEMALE,49,IL,United States,Equities,100870828.2
2017,"Knight Engineers and Architects, Inc.",MALE,49,IL,United States,Equities,46556415.4
2016,"Panfil, Joseph",FEMALE,49,IL,United States,Equities,77359375.56
2017,"Hardin, Kathy",MALE,49,IL,United States,Equities,83055498.23
2017,"Geoghegan, Sean",FEMALE,49,IL,United States,Equities,103927699.9
2017,"Stifel, Nicolaus & Company, Incorporated",FEMALE,49,IL,United States,Equities,106331115.2
2017,"Fusion Technology Solutions Group, LLC",MALE,49,IL,United States,Equities,45090960.56
2017,The PrivateBank,FEMALE,49,IL,United States,Equities,113767667.1
2017,Comcast,MALE,49,IL,United States,Equities,122722882.4
2017,Crescent Heights,FEMALE,49,FL,United States,Equities,25263471.24
2017,SEIU Local 1,FEMALE,49,IL,United States,Equities,9266056.78
2017,"STRS L3 ACQ5, LLC",MALE,49,IL,United States,Equities,62563945.38
2017,Huntington Bank,FEMALE,49,OH,United States,Equities,103523152.2
2020,"Centurion Investigations and Security, Inc.",MALE,49,IL,United States,Equities,25303733.6
2017,Brick & Mortar LLC,FEMALE,49,IL,United States,Equities,120443183.4
2017,HRP Crawford LLC,MALE,49,IL,United States,Equities,112481764.7
2017,"The Buona Companies, LLC",MALE,49,IL,United States,Equities,69816697.15
2017,MCZ Develomment Inc.,FEMALE,49,IL,United States,Equities,111013533.5
2017,William Tsourapas,MALE,49,IL,United States,Equities,117381968.3
2017,City Club Apartments LLC,MALE,49,IL,United States,Equities,54623439.25
2017,Complete Pharma Holdings LLC,MALE,49,IL,United States,Equities,83718913.7
2017,SHI International,FEMALE,49,NJ,United States,Equities,47886971.53
2020,Target Corporation,FEMALE,49,MN,United States,Equities,71609945.71
2017,Chicago Shakespeare Theater,FEMALE,49,IL,United States,Equities,79548546.22
2011,Chicago Lakeside Development LLC,MALE,50,Il,United States,Equities,717080.9697
2012,"BP America, Inc.",MALE,50,IL,United States,Equities,29293.5093
2012,AT&T Illinois,FEMALE,50,IL,United States,Equities,915447.3673
2012,AFSCME Council 31,MALE,50,IL,United States,Equities,1091298.134
2012,CBS Outdoor Display Division,FEMALE,50,IL,United States,Equities,552607.8682
2012,Temco Machinery Inc,MALE,50,IL,United States,Equities,1049633.646
2012,"Swan Property Development, Inc",FEMALE,50,IL,United States,Equities,1232182.21
2013,Homefield Energy,FEMALE,50,IL,United States,Equities,1092977.233
2013,"Kronos, Inc",FEMALE,50,MA,United States,Equities,323685.5929
2013,"Pittsfield Residential II, LLC",FEMALE,50,FL,United States,Equities,1025710.866
2013,Resurrection Health Care,MALE,50,IL,United States,Equities,750056.0594
2014,Federation of Women Contractors,MALE,50,IL,United States,Equities,113541.6007
2014,"Ethos Community Care Center, LLC",MALE,50,MO,United States,Equities,291657.9418
2014,"One North LaSalle Properties, LLC",MALE,50,IL,United States,Equities,1135.416
2014,"Rosenzweig, Russ W",FEMALE,50,IL,United States,Equities,501927.0157
2015,Illinois Medical District,MALE,50,IL,United States,Equities,352546.1547
2015,Randolph Place Residences Condominium Association,FEMALE,50,IL,United States,Equities,1040872.507
2014,"Rubenstein, Amy",FEMALE,50,IL,United States,Equities,366411.1975
2015,3M Corporation,FEMALE,50,MN,United States,Equities,1029229.89
2017,Xtreme Green Products Inc.,MALE,50,NV,United States,Equities,422873.6841
2017,Troon & Co.,FEMALE,50,IN,United States,Equities,9.0334
2017,"Blauvise, Moshe",FEMALE,50,IL,United States,Equities,81.7536
2011,"Medici Towers Partners, LLC c%2fo The Prime Group, LLC",FEMALE,50,IL,United States,Equities,95.3901
2011,"Mark IV Realty Group, Inc",FEMALE,50,IL,United States,Equities,68.9621
2011,"Bennett, Eugene L.",FEMALE,50,IL,United States,Equities,723049.3815
2011,"Morgan Stanley Investment Management, Inc",MALE,50,NY,United States,Equities,801508.2831
2012,"Pittsfield Development, LLC",FEMALE,50,FL,United States,Equities,692576.4675
2011,Citigroup Global Markets Inc.,FEMALE,50,NY,United States,Equities,184686.0119
2011,"Continental Airl Lines, Inc",FEMALE,50,IL,United States,Equities,0.5235
2012,Newmark Knight Frank,MALE,50,IL,United States,Equities,283528.2285
2012,"Citibank, NA",MALE,50,NY,United States,Equities,246061.8165
2012,Cash America International,FEMALE,50,TX,United States,Equities,247157.5927
2012,RMK Pulaski LLC,MALE,50,IL,United States,Equities,663853.5947
2012,Microsoft Corporation,FEMALE,50,WA,United States,Equities,1064003.988
2012,JCA Gift Trust,MALE,50,IL,United States,Equities,625954.6002
2012,Novak Construction,MALE,50,IL,United States,Equities,1051813.85
2011,Metropolitan Pier and Exposition Authority,MALE,50,IL,United States,Equities,354894.7571
2012,Golub & Co.,MALE,50,IL,United States,Equities,332699.7383
2012,University of Chicago,MALE,50,IL,United States,Equities,151323.1883
2012,Benchmark,FEMALE,50,IL,United States,Equities,412411.7917
2011,"CD-EB %2f EP Retail JC, LLC c%2fo Great Lakes Principals",MALE,50,IL,United States,Equities,350428.4108
2013,Google Inc.,FEMALE,50,CA,United States,Equities,1180135.851
2013,Macerich,MALE,50,CA,United States,Equities,856557.5839
2013,La Fournette,MALE,50,IL,United States,Equities,6945.6872
2014,"Ungaretti & Harris,LLP",MALE,50,IL,United States,Equities,10874.6167
2014,SAS Institute Inc,MALE,50,NC,United States,Equities,29151.1483
2013,"Pacific Chicago, LLC",FEMALE,50,CA,United States,Equities,634117.9974
2014,"Tracfone Wireless, Inc.",MALE,50,FL,United States,Equities,475292.0219
2015,Osprey Capital LLC,MALE,50,IL,United States,Equities,694834.8529
2015,American Beverage Association,FEMALE,50,CA,United States,Equities,1135841.159
2014,The Private Bank,MALE,50,IL,United States,Equities,60904.1984
2014,IGNITE NETWORK c/o Flavius Maximus,MALE,50,IL,United States,Equities,647273.1486
2014,TONY LOFRANO,FEMALE,50,IL,United States,Equities,1117251.289
2017,"Xue, Yan",MALE,50,IL,United States,Equities,171476.427
2018,Steans Family Foundation,FEMALE,50,IL,United States,Equities,167802.8192
2018,"We Clean Maintenance & Supplies, Inc",MALE,50,IL,United States,Equities,1086075.338
2011,Accounting Principals Inc,MALE,50,IL,United States,Equities,1207687.654
2011,Chicago Parking Meters LLC,MALE,50,IL,United States,Equities,550221.9039
2011,Atlantic Aviation,FEMALE,50,IL,United States,Equities,1187672.175
2011,AT&T,MALE,50,WI,United States,Equities,1118274.282
2012,"Saliba, Anthony",FEMALE,50,IL,United States,Equities,60137.5362
2012,"Podmajerskey, Inc.",MALE,50,IL,United States,Equities,283450.7561
2011,Norwest LLC,FEMALE,50,IL,United States,Equities,59174.257
2012,Chicago University Commons LLC,FEMALE,50,IL,United States,Equities,9843.1616
2012,"Dominick's Finer Foods, Inc.",FEMALE,50,IL,United States,Equities,10659.3894
2012,"AG%2fCP West Bradley, LLC",MALE,50,IL,United States,Equities,1880.2237
2012,ProLogis,MALE,50,IL,United States,Equities,986.3985
2012,Chicago Parking Meters LLC,MALE,50,IL,United States,Equities,9367.4683
2011,Feld Entertainment,FEMALE,50,VA,United States,Equities,2775.2024
2011,Bradley Place Holdings,MALE,50,Il,United States,Equities,174.9693
2011,Northern Trust Corporation,MALE,50,IL,United States,Equities,1173146.721
2012,Estate of Lavergne Wilson,FEMALE,50,IL,United States,Equities,742982.7306
2012,MillerCoors LLC,MALE,50,IL,United States,Equities,917985.5704
2012,"Orfanos, Pamela",FEMALE,50,IL,United States,Equities,210109.6694
2013,Commonwealth Edison,FEMALE,50,IL,United States,Equities,834695.1834
2012,Value Pawn Inc,FEMALE,50,IL,United States,Equities,903238.3223
2013,"Radiant Outdoor, LLC",FEMALE,50,NY,United States,Equities,950636.2243
2013,Vienna Sausage Manufacturing Co.,MALE,50,IL,United States,Equities,1045512.674
2013,Loyola University Chicago,MALE,50,IL,United States,Equities,515678.0746
2013,River Realty Partners,FEMALE,50,IL,United States,Equities,1005892.198
2013,"Chicago Elite Builders, Inc  c/o Sean Walsh",MALE,50,IL,United States,Equities,761684.5079
2013,Mark and Sonia Suzumoto,FEMALE,50,CA,United States,Equities,987811.6107
2013,Winehouse d/b/a Berkeley LLC,MALE,50,IL,United States,Equities,138057.2269
2014,Taxi Affiliation Services,FEMALE,50,IL,United States,Equities,1047594.745
2014,Feld Entertainment,MALE,50,VA,United States,Equities,70296.502
2014,Norfolk Southern Corporation,FEMALE,50,DC,United States,Equities,764427.0743
2014,Chicago Food Corp.,FEMALE,50,IL,United States,Equities,615511.4125
2013,Navnish Group,MALE,50,IL,United States,Equities,885564.8052
2014,Pullman Park Development LLC,FEMALE,50,IL,United States,Equities,859779.0567
2014,RBC Global Asset Management (US) Inc,MALE,50,MN,United States,Equities,139088.4517
2015,Cedar Street Capital Partners LLC,MALE,50,IL,United States,Equities,111412.2302
2015,"Atira Hotels, LLC",MALE,50,IL,United States,Equities,781050.8703
2015,Saint Germain Foundation,FEMALE,50,IL,United States,Equities,1171966.453
2011,"900 S. Clark Associates, LLC",MALE,50,IL,United States,Equities,1181058.945
2011,University of Chicago,MALE,50,IL,United States,Equities,1001151.216
2011,Chicago Neighborhood Initiatives,MALE,50,IL,United States,Equities,266510.8162
2012,Institute for Justice,MALE,50,VA,United States,Equities,259632.3079
2012,"AmeriCash Loans, LLC",FEMALE,50,IL,United States,Equities,959548.633
2012,Wrigley Rooftop Owners Association,MALE,50,IL,United States,Equities,1148130.653
2012,Rice Financial Products Co.,MALE,50,NY,United States,Equities,426492.0634
2012,"Williams, Craig",MALE,50,IL,United States,Equities,11037.5182
2012,"Publishing Properties, LLC",FEMALE,50,IL,United States,Equities,4787.2491
2012,All Nations Worship Assembly,MALE,50,IL,United States,Equities,1390.8845
2013,1246 Pratt LLC,FEMALE,50,IL,United States,Equities,5427.4176
2013,"Druk, Irina",FEMALE,50,IL,United States,Equities,569.9724
2013,"Lapkus, Julius",MALE,50,IL,United States,Equities,9403.6638
2013,Harbor Group Management Co,MALE,50,VA,United States,Equities,6664.0201
2014,"Acacia Financial Group, Inc.",MALE,50,IL,United States,Equities,9641.8
2014,"Breheny, Michael",FEMALE,50,IL,United States,Equities,3432.1381
2015,Royal Imperial Group,FEMALE,50,IL,United States,Equities,9724.1076
2015,G A Paving L.L.C.,FEMALE,50,IL,United States,Equities,9302.7944
2014,"Election Systems & Software, LLC",FEMALE,50,NE,United States,Equities,4848.2021
2015,"Millennium Park Plaza, LLC",MALE,50,IL,United States,Equities,10595.6593
2018,Chicago Near North Soccer LLC,FEMALE,50,IL,United States,Equities,8365.5494
2011,A Finkl & Sons Co.,MALE,50,Il,United States,Equities,179.8821
2011,MAC Property Management,MALE,50,NJ,United States,Equities,2973.8477
2011,"Quantum Crossings, LLC",FEMALE,50,IL,United States,Equities,27610.3693
2011,Englewood Cooperative,MALE,50,IL,United States,Equities,322835.0215
2011,George K. Baum & Co.,FEMALE,50,IL,United States,Equities,44724.2008
2011,"Lawson Products, Inc",MALE,50,IL,United States,Equities,759753.6011
2011,Tennis Corp. of America,MALE,50,IL,United States,Equities,1053130.523
2012,"Midwest Generation EME,LLC",FEMALE,50,IL,United States,Equities,527545.5068
2012,Thermal Chicago Corp.,MALE,50,IL,United States,Equities,497262.2292
2012,Chicago Children's Museum,MALE,50,IL,United States,Equities,1024284.046
2012,EMCO Development Co./ Ed McMahon,FEMALE,50,IL,United States,Equities,545826.6033
2011,"Qasem, David",FEMALE,50,IL,United States,Equities,93947.6645
2011,Nuveen Investments,MALE,50,IL,United States,Equities,1121373.949
2011,Chicago Teachers Union,FEMALE,50,IL,United States,Equities,1098651.802
2011,Mesirow Financial,MALE,50,IL,United States,Equities,1018673.174
2012,"North Coast Music, LLC",FEMALE,50,IL,United States,Equities,526609.3156
2013,Midwest Generation EME LLC,MALE,50,IL,United States,Equities,1173549.005
2013,"Parsons Transportation Group, Inc",MALE,50,IL,United States,Equities,1172629.001
2013,U.S. Cost Inc.,MALE,50,GA,United States,Equities,395551.7193
2013,Chica Loca LLC,MALE,50,IL,United States,Bonds,109107.9713
2013,"Ethos Community Care Center, LLC",MALE,50,MO,United States,ETF,278434.6743
2014,"Dominion Voting Systems, Inc.",FEMALE,50,CO,United States,Equities,293279.8563
2014,Costco Wholesale Corporation,MALE,50,VA,United States,Bonds,178570.7152
2013,"Alex Troyanovsky c/o Mokin Investments, Inc.",MALE,50,IL,United States,Cash,1102060.18
2015,"Clear Channel Outdoor, Inc. d/b/a/ Clear Channel Airports",FEMALE,50,AZ,United States,Bonds,1215737.675
2014,"Whole Foods Market, Inc.",FEMALE,50,TX,United States,ETF,1082718.909
2011,"Plunkett, Thomas",FEMALE,50,IL,United States,Cash,11.1412
2011,ProLogis,MALE,50,IL,United States,ETF,96.0233
2012,St. Anthony Hospital,FEMALE,50,Il,United States,Equities,76.903
2012,Aon Corporation,FEMALE,50,IL,United States,Bonds,96.0963
2012,InterPark Incorporated,FEMALE,50,IL,United States,Currency,49.4432
2012,Odessy Loft owners,FEMALE,50,IL,United States,Currency,116.4132
2012,Illinois Governmental Consulting Group LLC,FEMALE,50,IL,United States,Equities,101.8502
2012,American Beverage Association,MALE,50,DC,United States,Bonds,14.727
2012,"KJ Manor, LLC-",FEMALE,50,IL,United States,Cash,79.2928
2012,"Integrys Energy Group, Inc",MALE,50,IL,United States,Currency,32.4529
2012,"Solstice on the Park, LLC",MALE,50,NJ,United States,ETF,34.3214
2012,Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,MALE,50,IL,United States,Equities,93.9139
2011,Life Storage,MALE,50,IL,United States,Equities,33.0559
2011,"Mark IV Realty Group, Inc",FEMALE,50,IL,United States,Equities,1217302.621
2012,Acacia Financial,MALE,50,IL,United States,Bonds,918600.7993
2012,"Dubbelde, Donna",FEMALE,50,IL,United States,ETF,502651.0252
2012,Sean and Jen O'Scannlain,MALE,50,IL,United States,Currency,1110889.714
2012,"Sonia Beauty Salon, Inc.",MALE,50,IL,United States,Equities,222115.9325
2012,"Miranzadeh, Florian",MALE,50,IL,United States,Equities,559101.7722
2013,Illinois Hotel and Lodging Association,FEMALE,50,IL,United States,Currency,727408.9581
2013,Academy for Urban School Leadership,FEMALE,50,IL,United States,Cash,904608.4705
2013,"Image Media Advertising, Inc",MALE,50,IL,United States,Bonds,1004050.635
2013,Constellation Energy Group,MALE,50,IL,United States,Equities,232854.0231
2013,Eternal Studio Corporation,MALE,50,IL,United States,ETF,784297.2142
2013,"American International Group, INC (AIG)",MALE,50,NY,United States,Equities,182051.5452
2013,La Casa Norte,MALE,50,IL,United States,ETF,1232011.205
2014,"Ethos Community Care Center, LLC",MALE,50,MO,United States,ETF,614524.3233
2014,Stony Group LLC,FEMALE,50,IL,United States,Equities,3887.7184
2015,"M & R Development, LLC",FEMALE,50,IL,United States,Cash,823986.5529
2015,"The Bluewater Group, Inc.",FEMALE,50,IL,United States,Bonds,657990.5916
2014,"Doyle, Thomas (hillock)",MALE,50,IL,United States,Cash,655563.7112
2018,Elsron Avenue Properties LLC,FEMALE,50,IL,United States,Cash,239718.3676
2011,Skilken Properties,MALE,50,OH,United States,Cash,639034.2859
2011,Patti B. Golden Revocable Trust,FEMALE,50,IL,United States,Equities,723668.3639
2011,1601 N. Milwaukee Properties LLC,FEMALE,50,IL,United States,Currency,148593.2998
2011,Chicago Taxicab Operators Assoc.,MALE,50,IL,United States,Bonds,478239.2127
2011,Local 881 United Food & Commercial Workers (UFCW),MALE,50,IL,United States,Equities,779989.9801
2011,Dialogue Direct,FEMALE,50,NY,United States,Bonds,489422.8176
2011,Footwear Factory Development Corp,FEMALE,50,IL,United States,Cash,712369.1406
2011,Clark Taylor LLC,MALE,50,IL,United States,Equities,536191.4315
2012,1525 HP LLC,MALE,50,NJ,United States,Equities,526329.0597
2011,417 Dearborn LLC,MALE,50,IL,United States,Equities,55.0469
2012,Conrad Chicago,FEMALE,50,IL,United States,Cash,766959.9111
2012,KeyBank National Association,MALE,50,OH,United States,Cash,132903.4663
2013,Gogo LLC,MALE,50,IL,United States,Equities,962838.0302
2013,"Banner Acquisitions, LLC",FEMALE,50,IL,United States,ETF,770658.1656
2014,Illinois Transportation Trade Association,MALE,50,IL,United States,ETF,1115931.548
2014,HailO Network Inc.,FEMALE,50,IL,United States,Equities,767033.8737
2014,Monroe Investments Partners LLC,FEMALE,50,IL,United States,ETF,608708.6405
2014,"Dampil, Tuvshinjargal",FEMALE,50,IL,United States,Equities,0.4099
2014,"Billadeau, Jesse & Paliafito, Christina",FEMALE,50,IL,United States,Alternative,0.0015
2014,Ridge Development Company LLC,FEMALE,50,IL,United States,Equities,229801.8892
2011,Office Depot,MALE,50,FL,United States,Alternative,421876.913
2011,Sentry Security Systems LLC,MALE,50,SC,United States,Cash,1232442.16
2011,Magellan Development Group Ltd.,MALE,50,IL,United States,Equities,570547.804
2011,Loyola University,MALE,50,IL,United States,Equities,40514.4405
2011,"Mehraban, Ray",FEMALE,50,IL,United States,Currency,1190569.623
2011,5657 Broadway LLC,MALE,50,IL,United States,Bonds,620276.3365
2012,Morgan Stanley & Co. Inc,MALE,50,NY,United States,Alternative,929864.5637
2012,Gledhill Road Machinery,MALE,50,OH,United States,Bonds,364042.1232
2012,Supervalu d%2fb%2fa Jewel-Osco and Save-a-Lot,MALE,50,IL,United States,Equities,600896.1976
2012,Taser International,FEMALE,50,AZ,United States,Cash,591195.1075
2011,General Iron Industries,MALE,50,IL,United States,Alternative,276582.1564
2012,Prime Group,MALE,50,IL,United States,Currency,8553.8979
2011,Jefferies & Company Inc,FEMALE,50,NY,United States,ETF,4838.0885
2012,Millennium Park Joint Venture LLC c%2fo Park Grill Food Services,FEMALE,50,IL,United States,Currency,5023.7993
2013,"Wal-Mart Stores, Inc.",MALE,50,AR,United States,Alternative,11616.5729
2013,Mount Sinai Hospital and Medical Center,FEMALE,50,IL,United States,Bonds,11355.8693
